cost,popsize,iterations,runtime
1917.1978534811687,10,100,0.17018795013427734
1562.900045119049,20,100,0.37158823013305664
1498.4876607939918,30,100,0.6302361488342285
1505.775823624812,40,100,0.8476254940032959
1497.4712460651854,50,100,1.2906684875488281
1578.479055926358,60,100,1.2655014991760254
1494.1149177262896,70,100,1.7024626731872559
1372.091880332372,80,100,2.0403904914855957
1393.9490698402994,90,100,2.2535998821258545
1556.5192245821868,100,100,2.554049491882324
1356.4118718238883,110,100,2.8757846355438232
1426.0325848533944,120,100,3.0491487979888916
1266.8137237142223,130,100,3.111879825592041
1433.41531203973,140,100,3.65171480178833
1356.5749407857406,150,100,4.121916055679321
1322.9661969713927,160,100,3.8378307819366455
1424.776317666516,170,100,4.279385805130005
1375.6290715062185,180,100,4.599808931350708
1288.5840165767781,190,100,5.065136432647705
1351.2199553266028,200,100,5.185371160507202
1392.4302245047331,210,100,5.463014364242554
1391.3142778176143,220,100,5.701322555541992
1388.7226858286842,230,100,6.258346796035767
1390.8235009682535,240,100,6.3788347244262695
1387.3053665273803,250,100,6.412820100784302
1358.183906593222,260,100,7.176221609115601
1182.8915757642321,270,100,6.651634454727173
1400.7419123099444,280,100,7.3683788776397705
1248.0149954415367,290,100,7.554713249206543
1240.695948127804,300,100,8.014671087265015
1244.3868991881109,310,100,8.007615566253662
1371.3846765961343,320,100,8.76638650894165
1323.3776164247677,330,100,8.559735298156738
1365.3338332153521,340,100,9.101957082748413
1320.5054379055332,350,100,9.441582202911377
1335.289530974066,360,100,9.42907166481018
1318.0481376512396,370,100,9.088613510131836
1301.7427103912044,380,100,9.58159852027893
1243.3447414968605,390,100,10.180511713027954
1354.8711649305467,400,100,10.522984743118286
1293.6231183758873,410,100,11.199656009674072
1359.5122351710902,420,100,10.940587997436523
1315.5426586315953,430,100,11.382579565048218
1425.0982926215827,440,100,11.36087703704834
1364.1806186604415,450,100,11.82763957977295
1310.6453804620337,460,100,12.137315511703491
1314.4418578965556,470,100,12.16513204574585
1255.0761199761787,480,100,13.036666631698608
1356.028063498914,490,100,12.752142667770386
1395.7674851412871,500,100,13.152902603149414
1259.2547900713073,510,100,12.921751260757446
1297.6777074340005,520,100,13.967396259307861
1196.806431027116,530,100,14.19424843788147
1287.2476952888096,540,100,13.816586971282959
1261.2312006482612,550,100,14.367340564727783
1206.7111205756125,560,100,14.196913242340088
1315.8307490796265,570,100,15.049244403839111
1220.1211928706025,580,100,15.54006052017212
1307.6518630725639,590,100,15.8025803565979
1283.1478815616797,600,100,15.584357261657715
1301.2434520760924,610,100,15.859419822692871
1291.3025321981133,620,100,15.955886840820312
1262.6749712603428,630,100,16.653943300247192
1393.945419074233,640,100,17.109156131744385
1412.4972967887534,650,100,17.768266916275024
1175.914928625016,660,100,16.66485857963562
1271.7586529978482,670,100,17.60321307182312
1285.8299761668366,680,100,18.548936367034912
1307.935975598244,690,100,18.18083906173706
1233.8929050025542,700,100,17.96541976928711
1306.2274742396876,710,100,19.61631679534912
1265.0372027178246,720,100,19.115818738937378
1196.0795743554709,730,100,18.876190423965454
1310.9367829333194,740,100,19.653542041778564
1213.1639135844791,750,100,19.677300453186035
1262.0158245112798,760,100,20.358661651611328
1144.4808949027642,770,100,20.20417857170105
1241.7314752103277,780,100,20.256279230117798
1203.755201670975,790,100,20.845938205718994
1331.5538002683122,800,100,21.97191858291626
1257.922201775897,810,100,22.12291193008423
1302.8732853518777,820,100,21.865405559539795
1209.7717938422816,830,100,22.000446319580078
1190.9173898932652,840,100,21.516289710998535
1257.1770214832206,850,100,23.272303819656372
1286.53048489845,860,100,22.729406356811523
1224.3744772014793,870,100,23.06196904182434
1258.1942238236559,880,100,23.55610227584839
1352.4122561848367,890,100,24.292521476745605
1291.3128028211686,900,100,23.813390254974365
1113.018262667636,910,100,24.310054302215576
1271.532150451022,920,100,24.86256980895996
1291.5946082361872,930,100,24.703051805496216
1311.4759510047127,940,100,25.807708024978638
1291.884581836967,950,100,24.281416654586792
1180.0480756976267,960,100,26.263054370880127
1215.8131379221104,970,100,25.212409019470215
1121.7239203928116,980,100,26.052245140075684
1260.9498461261298,990,100,27.01970338821411
1113.161738582165,1000,100,26.34622812271118
